CustomerID,Name,Age,Gender,Country,SignupDate,OrderDate,PurchaseAmount,Quantity
CUST1770,Mary Rodriguez,44,Male,USA,2021-11-17,2023-02-12,329.53,3
CUST1929,Mary Hernandez,67,Female,USA,2022-07-04,2024-03-19,361.1,8
CUST1046,Joseph Hernandez,21,Female,India,2018-02-13,2022-10-21,650.8,2
CUST1510,Thomas Johnson,32,Male,UK,2021-09-15,2022-07-07,461.74,6
CUST1822,Thomas Jones,69,Male,UK,2018-03-01,2022-05-13,219.49,1
CUST1720,James Garcia,34,Unknown,Canada,2021-12-04,2022-07-01,114.58,7
CUST1325,Linda Martin,58,Female,USA,2020-09-02,2024-10-05,184.43,15
CUST1978,Joseph Jones,22,Female,USA,2020-12-11,2024-08-14,519.01,9
CUST1865,William Miller,49,Female,India,2018-11-23,2022-12-25,554.7,2
CUST1256,James Hernandez,27,Male,USA,2020-10-02,2023-10-18,569.07,3
CUST1403,Michael Williams,39,Male,India,2020-01-04,2023-08-20,148.46,2
CUST1420,Karen Garcia,73,Female,Canada,2020-05-22,2022-09-19,20.19,6
CUST1836,William Johnson,75,Female,USA,2021-07-19,2024-12-28,187.46,10
CUST1893,David Jackson,41,Male,India,2020-12-27,2023-06-24,247.2,9
CUST1270,Robert Anderson,23,Female,UK,2022-01-22,2024-11-06,151.52,3
CUST1681,Robert Wilson,37,Female,USA,2020-10-21,2024-03-13,425.99,9
CUST1578,Jessica Rodriguez,24,Male,UK,2021-11-23,2023-10-05,573.88,9
CUST1455,Richard Jones,31,Male,UK,2019-07-06,2022-01-10,366.27,10
CUST1024,Barbara Taylor,71,Unknown,UK,2018-02-09,2024-05-02,283.09,7
CUST1623,Linda Williams,47,Female,USA,2019-08-24,2024-09-23,580.82,1
CUST1752,Jennifer Smith,72,Female,USA,2020-12-14,2024-09-07,747.22,4
CUST1580,Jennifer Martin,18,Unknown,India,2020-02-02,2024-04-21,212.84,2
CUST1222,Charles Moore,28,Female,Canada,2018-05-01,2022-03-28,521.43,5
CUST1025,Karen Taylor,75,Male,UK,2018-12-14,2024-09-22,65.28,6
CUST1842,David Gonzalez,67,Male,India,2018-06-12,2023-05-04,257.21,3
CUST1596,Patricia Miller,26,Female,UK,2020-01-06,2023-11-09,444.6,3
CUST1060,John Wilson,66,Male,India,2019-12-10,2022-06-26,306.12,9
CUST1146,Joseph Garcia,40,Male,USA,2022-08-06,2024-01-27,537.89,7
CUST1108,Joseph Williams,72,Female,Canada,2020-12-03,2023-03-23,411.92,4
CUST1515,Thomas Hernandez,24,Male,USA,2022-12-03,2024-03-21,390.31,3
CUST1358,Patricia Rodriguez,35,Male,USA,2022-09-17,2022-09-12,755.19,10
CUST1075,David Gonzalez,51,Female,India,2022-10-14,2024-02-28,711.59,8
CUST1253,Patricia Martin,65,Unknown,USA,2022-07-08,2024-11-02,765.79,6
CUST1961,Michael Wilson,66,Male,India,2022-12-05,2023-04-05,723.89,7
CUST1933,Sarah Brown,20,Female,UK,2022-12-14,2022-02-09,410.62,3
CUST1970,William Brown,53,Male,USA,2019-04-15,2022-12-18,325.88,5
CUST1991,David Gonzalez,45,Male,USA,2022-07-07,2022-10-21,600.71,4
CUST1125,Elizabeth Brown,52,Female,UK,2020-03-10,2023-12-03,528.22,4
CUST1179,Charles Davis,46,Male,USA,2020-02-28,2024-03-16,80.57,2
CUST1104,Sarah Martinez,23,Female,Canada,2020-05-15,2022-12-15,584.18,10
CUST1544,Patricia Davis,40,Female,USA,2018-07-21,2022-07-07,529.79,10
CUST1196,Karen Johnson,72,Female,USA,2018-12-08,2023-09-02,792.63,6
CUST1758,Charles Anderson,23,Male,Canada,2018-03-11,2022-01-07,702.99,5
CUST1397,Joseph Garcia,26,Female,Canada,2019-11-12,2022-06-05,57.12,8
CUST1216,Karen Rodriguez,64,Male,USA,2021-09-13,2023-09-15,502.22,7
CUST1568,John Hernandez,54,Male,Canada,2020-07-23,2024-11-26,186.61,2
CUST1721,Susan Lopez,62,Unknown,USA,2020-02-11,2024-10-20,45.74,6
CUST1097,Robert Jones,47,Female,Canada,2019-12-16,2024-01-03,669.62,10
CUST1499,Karen Jackson,50,Unknown,UK,2018-05-02,2023-09-14,331.92,1
CUST1411,Jessica Jones,38,Male,USA,2022-09-11,2023-05-25,585.55,6
CUST1377,Elizabeth Anderson,38,Unknown,Canada,2018-02-18,2023-10-21,221.0,10
CUST1941,William Rodriguez,73,Female,India,2022-04-11,2022-10-07,161.56,7
CUST1017,William Gonzalez,59,Female,India,2020-02-01,2024-10-04,409.65,6
CUST1419,Joseph Jones,21,Female,UK,2021-11-12,2023-05-17,615.49,2
CUST1026,Karen Hernandez,25,Female,India,2020-11-14,2023-12-10,535.29,3
CUST1722,Joseph Wilson,65,Female,UK,2021-12-05,2024-10-27,16.15,8
CUST1812,James Jackson,20,Unknown,USA,2020-09-16,2024-06-21,456.59,2
CUST1372,Mary Hernandez,18,Female,India,2022-08-19,2023-06-26,37.91,5
CUST1773,Charles Rodriguez,70,Female,UK,2018-08-10,2022-08-15,1209.29,7
CUST1399,Charles Thomas,35,Male,Canada,2021-12-28,2022-06-14,477.5,10
CUST1034,Karen Davis,35,Female,India,2018-07-11,2024-03-27,784.77,7
CUST1053,William Hernandez,67,Female,India,2018-11-28,2023-01-07,403.81,1
CUST1963,John Martin,70,Unknown,India,2021-01-28,2022-06-11,410.31,6
CUST1113,Michael Jackson,58,Male,India,2022-05-21,2023-04-26,67.65,15
CUST1562,Karen Taylor,66,Female,India,2021-06-20,2023-06-22,655.31,7
CUST1140,Jennifer Wilson,21,Female,Canada,2021-09-11,2023-03-10,434.96,4
CUST1888,David Martin,55,Female,Canada,2020-11-04,2022-12-05,741.98,2
CUST1962,Joseph Anderson,31,Female,USA,2021-01-08,2024-02-10,1209.29,7
CUST1489,Barbara Taylor,53,Unknown,USA,2021-05-19,2024-07-15,339.37,9
CUST1748,John Jackson,64,Male,UK,2019-05-19,2022-09-19,619.86,5
CUST1686,Thomas Anderson,25,Female,UK,2021-03-27,2024-05-27,497.56,1
CUST1655,Joseph Wilson,35,Female,India,2018-10-13,2022-10-12,657.28,1
CUST1389,Jessica Martin,32,Male,USA,2019-07-11,2023-02-22,772.11,1
CUST1494,Susan Gonzalez,43,Female,India,2018-11-15,2024-02-28,461.88,5
CUST1706,Elizabeth Williams,18,Female,USA,2021-07-15,2022-04-13,430.67,1
CUST1395,Mary Brown,52,Male,USA,2018-08-17,2022-04-24,267.52,6
CUST1953,John Wilson,32,Female,UK,2020-08-06,2022-10-21,783.54,4
CUST1220,Jessica Taylor,70,Male,India,2019-02-10,2022-09-19,701.39,1
CUST1259,Elizabeth Smith,70,Female,India,2022-08-16,2023-11-07,759.09,9
CUST1626,John Anderson,59,Female,UK,2019-01-26,2024-07-07,71.47,6
CUST1074,Joseph Smith,18,Female,UK,2018-08-23,2022-02-11,1209.29,9
CUST1164,Jessica Brown,62,Female,UK,2018-05-02,2022-06-21,139.84,4
CUST1920,Sarah Moore,65,Female,UK,2019-10-13,2023-06-25,541.4,9
CUST1168,Patricia Davis,29,Female,Canada,2019-09-13,2024-03-19,394.47,3
CUST1756,David Hernandez,28,Female,India,2018-11-13,2024-11-02,611.42,5
CUST1379,Susan Brown,61,Female,UK,2019-12-10,2022-01-01,1209.29,4
CUST1463,Robert Smith,71,Female,India,2020-10-22,2023-01-21,587.92,10
CUST1958,Charles Rodriguez,47,Male,Canada,2018-12-08,2024-10-25,1209.29,6
CUST1989,Jennifer Brown,39,Male,India,2022-08-17,2023-11-20,291.44,3
CUST1487,Elizabeth Jackson,47,Female,USA,2022-10-23,2023-05-10,420.54,6
CUST1339,Jessica Hernandez,74,Male,UK,2021-01-20,2024-06-13,366.77,1
CUST1324,David Thomas,70,Male,India,2020-01-24,2022-01-25,655.54,2
CUST1347,Karen Jackson,29,Female,Canada,2022-06-02,2023-06-12,609.17,2
CUST1232,Michael Smith,58,Male,USA,2020-05-05,2023-09-19,660.84,5
CUST1170,Susan Thomas,71,Female,India,2019-02-19,2022-05-02,238.05,10
CUST1110,Susan Jackson,38,Male,India,2021-11-17,2022-09-21,111.94,1
CUST1993,David Wilson,18,Female,India,2018-03-27,2024-09-18,384.01,9
CUST1534,Jennifer Hernandez,44,Female,USA,2018-03-18,2023-12-03,693.9,4
CUST1057,Sarah Moore,38,Male,Canada,2019-10-13,2023-01-11,651.01,3
CUST1336,David Wilson,37,Female,Canada,2020-03-25,2022-03-06,493.47,10
CUST1006,Charles Gonzalez,26,Unknown,India,2018-01-28,2022-11-06,313.97,8
CUST1627,James Davis,52,Male,USA,2019-10-01,2022-09-07,77.18,1
CUST1138,Mary Wilson,74,Male,USA,2019-02-04,2023-10-22,44.95,9
CUST1163,Thomas Jones,19,Female,USA,2020-07-03,2024-03-12,629.57,6
CUST1828,Richard Anderson,47,Female,India,2021-02-24,2024-09-11,157.19,8
CUST1318,Barbara Moore,74,Female,UK,2018-10-09,2024-02-27,180.56,2
CUST1830,Sarah Martinez,40,Female,India,2021-09-03,2023-09-07,185.27,6
CUST1043,Linda Martinez,41,Female,India,2022-06-14,2023-12-15,192.13,6
CUST1556,Robert Rodriguez,61,Male,UK,2019-10-19,2022-02-25,734.34,10
CUST1063,Jessica Brown,54,Female,India,2020-12-10,2024-07-09,551.78,1
CUST1586,Richard Brown,25,Male,India,2020-10-27,2022-09-12,489.9,3
CUST1901,William Williams,67,Male,USA,2020-12-05,2022-08-08,268.5,8
CUST1038,James Martinez,42,Female,Canada,2019-02-19,2022-12-25,484.33,10
CUST1328,Susan Lopez,38,Female,India,2018-05-06,2024-08-20,740.13,6
CUST1459,Barbara Wilson,74,Female,India,2020-09-11,2022-06-24,129.5,8
CUST1297,Joseph Hernandez,41,Unknown,India,2020-06-01,2022-06-28,523.39,5
CUST1975,James Miller,75,Female,India,2018-05-19,2024-09-03,375.25,3
CUST1528,David Rodriguez,70,Female,USA,2022-03-28,2022-05-10,329.01,10
CUST1514,Karen Wilson,56,Male,India,2021-08-26,2024-10-04,543.86,6
CUST1921,Susan Lopez,23,Female,USA,2020-06-21,2023-09-28,281.33,3
CUST1804,Jennifer Miller,68,Male,USA,2022-11-06,2024-08-21,222.81,8
CUST1205,Barbara Williams,60,Female,India,2018-06-10,2022-03-24,768.92,3
CUST1771,David Jones,42,Female,USA,2021-11-22,2023-01-10,510.95,8
CUST1853,Susan Gonzalez,26,Female,USA,2018-05-12,2024-07-09,215.8,6
CUST1142,John Moore,30,Male,UK,2021-11-20,2022-04-26,696.88,1
CUST1723,Richard Hernandez,50,Female,USA,2018-04-10,2023-01-19,313.41,3
CUST1375,Mary Hernandez,27,Male,India,2021-07-08,2024-11-06,675.05,15
CUST1305,Linda Smith,30,Female,India,2021-07-08,2024-12-21,184.27,4
CUST1185,Karen Jones,37,Male,India,2019-03-18,2023-10-21,355.61,4
CUST1244,Linda Williams,69,Female,USA,2021-08-11,2023-12-21,335.75,1
CUST1600,Michael Jones,57,Male,USA,2018-07-14,2024-11-08,388.56,1
CUST1673,Linda Thomas,70,Male,India,2020-04-17,2022-02-04,275.19,6
CUST1526,Joseph Taylor,55,Male,India,2022-10-11,2023-08-14,403.06,1
CUST1984,Jessica Wilson,74,Male,UK,2022-04-15,2023-11-28,538.06,7
CUST1228,David Williams,32,Female,UK,2020-06-09,2023-02-16,471.02,2
CUST1849,Joseph Rodriguez,21,Female,India,2021-08-19,2022-03-01,55.46,3
CUST1361,Jessica Davis,27,Female,UK,2021-03-23,2023-08-16,1209.29,3
CUST1061,Susan Jackson,29,Male,USA,2018-10-28,2024-11-08,123.06,5
CUST1620,Richard Williams,44,Unknown,India,2019-12-03,2023-01-07,384.4,2
CUST1511,Linda Wilson,33,Male,USA,2020-05-03,2022-08-14,504.77,5
CUST1351,James Miller,34,Male,UK,2020-09-18,2022-02-22,582.27,1
CUST1540,Jessica Anderson,100,Female,USA,2021-05-27,2022-01-20,108.08,3
CUST1590,Susan Taylor,26,Female,India,2022-11-22,2023-01-20,599.27,9
CUST1542,Richard Martinez,56,Male,USA,2021-04-08,2022-04-03,791.54,4
CUST1467,Thomas Hernandez,61,Male,Canada,2019-08-17,2023-08-14,387.31,3
CUST1498,Karen Hernandez,63,Male,UK,2021-02-11,2023-06-09,720.61,15
CUST1133,Michael Davis,56,Male,India,2021-09-23,2022-10-04,723.28,9
CUST1796,Richard Smith,22,Female,USA,2020-04-08,2023-10-25,291.64,1
CUST1703,Robert Martin,60,Male,Canada,2018-02-09,2023-12-24,688.42,5
CUST1569,Patricia Williams,55,Male,Canada,2018-10-12,2023-07-19,476.15,7
CUST1565,Linda Martin,65,Male,UK,2021-08-22,2024-07-10,697.19,9
CUST1109,Robert Davis,19,Female,India,2022-06-15,2024-02-03,576.38,7
CUST1431,Patricia Brown,49,Male,Canada,2019-01-04,2022-08-22,312.28,3
CUST1374,Karen Rodriguez,34,Male,Canada,2018-10-06,2024-08-12,563.61,9
CUST1262,James Martin,100,Male,UK,2022-02-10,2024-02-10,659.48,6
CUST1709,John Davis,36,Female,India,2021-01-20,2023-05-22,650.11,2
CUST1694,Thomas Miller,19,Male,USA,2018-03-01,2023-10-18,549.07,9
CUST1500,William Moore,61,Male,USA,2022-11-26,2023-10-14,512.28,3
CUST1760,Joseph Rodriguez,40,Female,UK,2022-08-27,2022-10-13,176.42,6
CUST1148,James Smith,35,Unknown,UK,2018-09-27,2022-02-04,499.63,6
CUST1886,Susan Hernandez,40,Female,India,2019-08-10,2022-08-22,731.54,2
CUST1918,Charles Johnson,67,Female,Canada,2020-12-16,2023-01-22,158.58,1
CUST1869,Robert Hernandez,34,Male,UK,2021-04-21,2023-07-05,187.94,6
CUST1158,Karen Gonzalez,39,Female,UK,2021-11-20,2023-06-20,150.33,6
CUST1642,Barbara Smith,37,Unknown,USA,2021-11-15,2023-06-12,614.41,3
CUST1799,Thomas Martinez,100,Male,India,2022-08-15,2024-01-11,101.96,4
CUST1564,Barbara Anderson,60,Female,India,2021-11-07,2024-06-01,775.98,8
CUST1513,David Williams,21,Female,USA,2020-10-21,2022-02-22,242.98,2
CUST1023,Jennifer Brown,20,Female,USA,2019-08-12,2022-04-01,230.1,5
CUST1128,Charles Davis,64,Male,USA,2021-03-02,2023-03-24,17.32,2
CUST1308,Michael Hernandez,68,Female,UK,2021-12-26,2023-02-27,1209.29,8
CUST1274,Barbara Martin,25,Male,UK,2020-12-04,2024-08-16,521.33,4
CUST1882,Jessica Jackson,39,Male,UK,2018-03-05,2024-07-05,634.86,6
CUST1503,Sarah Rodriguez,31,Unknown,USA,2020-11-11,2024-08-09,264.09,10
CUST1242,Thomas Jackson,32,Female,India,2022-12-23,2023-11-24,534.33,3
CUST1362,Elizabeth Lopez,26,Unknown,USA,2021-12-26,2023-09-21,430.87,7
CUST1974,Elizabeth Lopez,70,Female,Canada,2022-02-02,2023-06-04,75.05,6
CUST1708,Patricia Moore,64,Female,India,2021-07-19,2022-07-15,21.99,5
CUST1838,Barbara Williams,47,Female,USA,2022-08-08,2024-05-04,671.56,9
CUST1786,Linda Jones,50,Male,India,2022-12-14,2023-10-08,382.81,6
CUST1367,James Moore,40,Male,UK,2018-04-14,2024-06-23,353.8,3
CUST1957,David Garcia,50,Male,India,2022-01-13,2022-01-16,201.12,6
CUST1551,Susan Garcia,37,Female,India,2021-11-07,2023-02-12,381.86,10
CUST1523,Sarah Martinez,38,Male,USA,2020-03-28,2022-12-03,495.76,7
CUST1997,Sarah Moore,23,Unknown,India,2022-05-18,2022-07-25,703.59,6
CUST1531,David Davis,61,Female,USA,2022-05-11,2024-01-05,795.46,10
CUST1134,Robert Garcia,51,Female,USA,2019-12-19,2022-09-15,415.47,1
CUST1249,Jennifer Jackson,70,Male,USA,2021-11-20,2024-07-14,771.24,8
CUST1917,William Smith,48,Male,Canada,2019-04-03,2024-07-01,666.06,1
CUST1015,Robert Miller,21,Unknown,USA,2020-01-02,2024-09-06,73.29,10
CUST1159,Elizabeth Thomas,68,Male,UK,2021-05-27,2023-02-19,441.05,9
CUST1493,Joseph Hernandez,48,Male,USA,2019-09-21,2023-11-15,266.92,10
CUST1048,Michael Miller,23,Male,USA,2019-09-03,2022-07-15,192.87,8
CUST1861,Michael Williams,55,Unknown,USA,2020-12-02,2022-05-13,434.83,7
CUST1994,David Brown,20,Female,USA,2020-09-27,2023-01-28,1209.29,3
CUST1684,David Martin,36,Female,Canada,2020-01-04,2024-04-17,774.15,3
CUST1326,Joseph Martin,23,Male,UK,2020-07-05,2023-02-16,217.42,7
CUST1357,John Hernandez,20,Male,India,2020-01-19,2024-04-11,228.55,8
CUST1776,Charles Anderson,47,Female,UK,2018-03-20,2023-09-24,513.03,7
CUST1127,Patricia Jones,47,Unknown,USA,2021-11-16,2024-04-25,520.26,2
CUST1294,Linda Rodriguez,57,Female,UK,2019-08-14,2023-12-25,326.47,10
CUST1385,Barbara Moore,39,Male,India,2020-11-07,2024-01-13,318.18,6
CUST1237,Susan Martinez,53,Female,USA,2021-06-08,2022-11-03,538.53,2
CUST1167,Thomas Hernandez,57,Female,India,2018-06-12,2024-03-27,476.23,6
CUST1432,Elizabeth Martin,66,Male,Canada,2022-08-26,2022-05-22,216.72,9
CUST1715,Charles Smith,31,Female,India,2022-10-23,2022-07-27,128.56,2
CUST1080,Thomas Miller,47,Female,USA,2020-05-24,2024-10-03,606.0,15
CUST1897,Barbara Brown,18,Female,India,2020-03-08,2022-07-16,508.89,5
CUST1334,Richard Taylor,57,Male,UK,2019-10-05,2023-10-11,173.34,9
CUST1030,Linda Garcia,62,Unknown,India,2018-09-08,2023-03-26,790.44,8
CUST1826,Linda Rodriguez,60,Female,UK,2021-11-19,2022-06-14,467.7,1
CUST1734,Joseph Wilson,74,Male,India,2019-11-04,2022-10-18,26.68,6
CUST1316,David Brown,60,Male,USA,2019-03-28,2022-02-16,461.1,8
CUST1418,Karen Lopez,54,Female,UK,2021-12-27,2023-09-24,138.65,15
CUST1757,John Garcia,35,Male,Canada,2022-07-06,2023-05-18,378.34,2
CUST1699,John Moore,26,Female,Canada,2018-02-02,2024-04-21,249.7,4
CUST1027,Karen Jackson,53,Male,UK,2020-04-14,2023-08-15,637.05,3
CUST1412,Patricia Thomas,26,Unknown,USA,2020-01-13,2023-06-03,1209.29,4
CUST1122,Patricia Miller,47,Female,UK,2019-07-23,2023-09-25,591.31,3
CUST1795,Richard Thomas,28,Female,Canada,2019-10-28,2024-06-13,697.92,8
CUST1507,Mary Rodriguez,63,Male,USA,2019-11-13,2023-10-17,163.08,10
CUST1736,Michael Moore,18,Male,USA,2022-02-17,2023-01-06,191.7,4
CUST1502,William Martin,61,Female,UK,2019-10-27,2022-03-24,322.29,3
CUST1509,Karen Rodriguez,74,Female,USA,2021-11-22,2023-07-28,547.34,6
CUST1454,Charles Brown,47,Unknown,UK,2021-11-16,2022-12-07,652.6,8
CUST1119,Mary Jones,69,Female,India,2021-03-20,2023-10-11,497.04,10
CUST1271,Jessica Lopez,47,Female,USA,2018-05-12,2022-11-07,735.14,1
CUST1879,David Williams,75,Female,USA,2019-04-10,2023-10-11,565.85,2
CUST1602,Karen Brown,34,Female,UK,2020-05-04,2024-01-22,595.62,10
CUST1277,Joseph Martin,32,Female,UK,2019-02-01,2024-09-22,488.35,10
CUST1839,Richard Johnson,55,Male,India,2018-02-25,2023-10-22,577.45,6
CUST1899,David Davis,75,Female,Canada,2021-05-18,2024-06-23,772.72,10
CUST1594,Jennifer Gonzalez,24,Female,India,2019-02-17,2023-02-16,528.74,7
CUST1449,Elizabeth Miller,28,Female,Canada,2020-11-14,2023-02-27,336.24,7
CUST1780,Karen Hernandez,48,Unknown,USA,2020-06-11,2023-03-15,561.2,5
CUST1147,Robert Davis,100,Male,USA,2022-08-12,2024-11-22,22.43,7
CUST1299,Charles Gonzalez,22,Male,USA,2020-04-11,2024-05-23,322.41,6
CUST1407,Robert Thomas,46,Male,UK,2019-02-01,2024-11-11,528.05,8
CUST1724,Mary Miller,35,Female,USA,2020-05-06,2023-05-16,143.76,5
CUST1457,Jessica Lopez,60,Male,USA,2020-09-20,2023-07-22,714.86,15
CUST1051,John Davis,71,Male,USA,2020-10-02,2023-09-21,153.38,8
CUST1870,Joseph Smith,22,Male,India,2022-05-18,2022-09-11,61.45,1
CUST1712,Mary Davis,20,Male,Canada,2022-08-19,2022-09-23,1209.29,5
CUST1022,Karen Jones,33,Male,USA,2019-07-01,2024-06-26,692.61,5
CUST1314,Barbara Hernandez,35,Unknown,USA,2018-09-05,2023-05-18,622.98,3
CUST1350,Karen Davis,30,Male,USA,2018-08-21,2024-04-26,273.7,4
CUST1209,Jessica Gonzalez,42,Male,India,2022-11-25,2022-08-03,261.79,2
CUST1641,Charles Brown,47,Male,UK,2022-03-20,2022-06-07,465.7,6
CUST1050,Elizabeth Anderson,62,Female,Canada,2021-05-17,2023-02-20,590.28,1
CUST1166,Charles Wilson,63,Male,USA,2020-12-26,2024-02-26,165.69,8
CUST1660,Elizabeth Jones,43,Male,India,2022-01-11,2022-08-04,226.99,7
CUST1610,Patricia Gonzalez,34,Unknown,USA,2021-04-11,2022-10-21,193.06,6
CUST1081,William Anderson,49,Female,UK,2020-04-25,2023-07-04,478.58,5
CUST1846,Joseph Miller,36,Male,USA,2022-08-27,2023-09-18,679.84,10
CUST1732,Patricia Lopez,63,Male,USA,2021-08-20,2024-04-01,179.93,7
CUST1956,Karen Williams,100,Female,USA,2019-09-04,2024-06-24,746.4,1
CUST1066,Thomas Taylor,71,Male,UK,2021-05-24,2022-08-03,188.24,7
CUST1384,Thomas Thomas,43,Male,India,2019-01-13,2022-10-18,249.23,15
CUST1857,Thomas Garcia,49,Male,India,2019-10-11,2024-09-27,755.77,2
CUST1289,Linda Hernandez,40,Unknown,India,2018-12-27,2022-05-03,658.65,3
CUST1948,Jennifer Gonzalez,57,Male,USA,2018-10-24,2023-02-04,184.57,3
CUST1571,Jessica Anderson,36,Male,Canada,2018-10-11,2024-12-04,568.15,4
CUST1283,Patricia Miller,68,Female,USA,2022-10-23,2022-07-21,660.37,10
CUST1492,Susan Johnson,37,Female,USA,2019-12-16,2022-09-12,339.88,10
CUST1547,Linda Smith,75,Male,UK,2019-12-14,2024-02-02,244.33,4
CUST1064,Karen Thomas,75,Female,USA,2019-10-26,2022-11-07,579.53,3
CUST1880,Sarah Garcia,27,Male,UK,2018-09-20,2022-09-18,232.18,4
CUST1264,Patricia Johnson,47,Female,India,2022-02-10,2024-12-24,725.45,3
CUST1442,Barbara Anderson,27,Female,UK,2021-06-28,2024-04-28,236.77,10
CUST1541,John Smith,27,Female,UK,2019-04-23,2024-09-07,670.84,2
CUST1020,David Jones,34,Male,Canada,2021-09-23,2024-01-04,555.91,1
CUST1435,William Thomas,42,Female,USA,2020-06-02,2024-01-05,596.23,6
CUST1740,Sarah Brown,54,Male,UK,2019-08-12,2024-02-21,649.65,2
CUST1296,Thomas Moore,68,Female,UK,2020-09-28,2023-02-23,1209.29,2
CUST1491,Susan Brown,54,Female,USA,2022-03-04,2023-06-10,635.05,10
CUST1567,Patricia Wilson,19,Male,UK,2021-05-08,2024-08-22,738.96,8
CUST1261,John Williams,18,Unknown,USA,2022-04-09,2023-08-21,23.34,9
CUST1781,Richard Johnson,54,Male,Canada,2021-09-12,2022-12-17,603.18,8
